,id,snippet_publishedAt,snippet_title,snippet_description,snippet_thumbnails_default_url,snippet_thumbnails_maxres_url,snippet_position,snippet_resourceId_videoId
471,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjc0MjNDNTMyNkUzMkQyNjU=,2019-04-30T02:38:34.000Z,Haruka Nakamura & Aoba Ichiko - 流星 (Meteor) [Full Album],"Link to download: {no official link}

0:00 - 星の目覚め (Star Awakening)
2:40 - 流星 (Meteor)
7:38 - 聖歌 (Hymn)
9:42 - 雨季の芍薬 (Peony of the Rainy Season)
12:18 - そのあくる日 (The Next Day)",https://i.ytimg.com/vi/LsLbh38mt1Q/default.jpg,https://i.ytimg.com/vi/LsLbh38mt1Q/maxresdefault.jpg,473,LsLbh38mt1Q
472,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkE1RDVCMzM1MDE1N0FGRkY=,2019-04-30T02:20:51.000Z,Heron - Light [New Single],"Genre: Post rock, instrumental
Artist: Heron
Track: Light (April 26, 2019)
Country: Pennsylvania, USA

Bandcamp: http://bit.ly/2IJxktP
Spotify: https://spoti.fi/2Yey3YG
Apple Music: https://apple.co/2TTpMec

Like and follow Wherepostrockdwells on social media
Facebook: https://www.facebook.com/wprdwells
Instagram: https://www.instagram.com/wherepostrockdwells/
Twitter: https://twitter.com/wprdwells
Spotify: https://spoti.fi/2HTSrJ0

All rights reserved by Heron.",https://i.ytimg.com/vi/Ztz8bvLXxiE/default.jpg,https://i.ytimg.com/vi/Ztz8bvLXxiE/maxresdefault.jpg,474,Ztz8bvLXxiE
473,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjM1N0UzNEJDRDNDRTI0NTE=,2019-04-30T02:15:31.000Z,Sasha Sloan - Older (Acoustic Video),"Tour dates: https://www.sadgirlsloan.com/tour
 
Stream the ‘Loser’ EP now: http://smarturl.it/ssLoserEP

The official video can be found here: https://smarturl.it/ssOlderV 
 
Sasha Sloan:
http://sadgirlsloan.com/
https://twitter.com/sadgirlsloan
https://www.facebook.com/sadgirlsloan/
https://www.instagram.com/sadgirlsloan/",https://i.ytimg.com/vi/PAXESZ11f3g/default.jpg,https://i.ytimg.com/vi/PAXESZ11f3g/maxresdefault.jpg,475,PAXESZ11f3g
474,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjFCQzI2N0FGM0I5MjFFMzE=,2019-04-30T01:17:37.000Z,Vince Forwards - Gone,"Gone 🚶🏻‍♀️
Free Download: https://soundcloud.com/vinceforwards/gone
🎧 Spotify Playlist: http://bit.ly/AmbientSpotify

📸 Instagram: http://bit.ly/AmbientInstagram
🎁 Ambient Shop: https://teespring.com/stores/ambient

💬 I imagine that yes is the only living thing.
-e. e. cummings

🧡 Vince Forwards
https://soundcloud.com/vinceforwards
http://www.vinceforwards.com/
https://www.facebook.com/VinceForwardsMusic/
https://vinceforwards.bandcamp.com/
https://twitter.com/VinceForwards
https://www.instagram.com/vinceforwards/

💿 Suggested track: https://youtu.be/43rC-hMwKBg

📷 Picture by Cody Black
https://unsplash.com/photos/LFNODdIsees

✅ Check out our 24/7 livestream
https://youtube.com/c/AmbientMusicalGenre/live
 
🕊️ Follow AmbientMusicalGenre
https://soundcloud.com/ambientmusicalgenre
https://youtube.com/AmbientMusicalGenre
https://facebook.com/AmbientMusicalGenre
https://ambientmusicalgenre.bandcamp.com
https://vk.com/ambientmusicalgenre
https://twitter.com/AmbiiMG

Submit your music: ambientmusicalgenre@gmail.com

🖤 Ambient Releases
https://ambientmusicalgenre.bandcamp.com",https://i.ytimg.com/vi/atWZSk2GRAk/default.jpg,,476,atWZSk2GRAk
475,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkUyMDk3OTM0NkREMDlFQjc=,2019-04-29T09:00:18.000Z,Aidan Knight - Funeral Singers | A Take Away Show,"Aidan Knight - Funeral Singers | A Take Away Show

Shot in Paris, November 2015.

Directed by Hugo Jouxtel
Sound by Chryde
Mix by Vincent Ribaud
Edited by Mélissa Sadouni

Produced by Chryde for La Blogothèque

— Want to see more ? Subscribe : 
http://bit.ly/SubBlogo 

— Follow La Blogothèque : 
http://blogotheque.net 
http://facebook.com/blogotheque 
http://instagram.com/blogotheque 
http://twitter.com/blogotheque 

— Stay a while : 
Take Away Show, the Very Best : http://bit.ly/TASBest 
Take Away Show 2018 : http://bit.ly/TAShow18 
Take Away Show 2017 : http://bit.ly/TAShow17 
Take Away Show 2016 : http://bit.ly/TAShow16

For more than ten years, La Blogotheque has changed the way people experience music videos. We film beautiful, rare and intimate sessions with your favorite artists, and the ones you are soon to fall in love with. Come, stay a while, and be taken away.",https://i.ytimg.com/vi/TULE_rYZPUA/default.jpg,,477,TULE_rYZPUA
476,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjQzQkJFQTQ0RjNCOTk5NTE=,2019-04-29T05:41:51.000Z,Oleg Byonic - The Sting,"The sting.
Oleg Byonic - The Sting
Download: https://itunes.apple.com/us/album/the-door-into-infinity/906100303 or
https://beatport.com/release/the-door-into-infinity/1365683

Oleg Byonic:
https://soundcloud.com/oleg-byonic
https://youtube.com/channel/UCHsEvPl2I3Dk7LbUvzlDYug
https://instagram.com/oleg_byonic
https://open.spotify.com/artist/3KN1ykhpqew1uH4CX3kf6h
https://vk.com/olegbyonic
https://olegbyonic.bandcamp.com

Ylla Music:
https://soundcloud.com/yllamusic
https://facebook.com/yllamusic
https://twitter.com/yllamusic_label
https://vk.com/yllamusic
https://yllamusic.com

Picture:
https://unsplash.com/photos/YGFoQIylXAY

Fluidified:
https://soundcloud.com/fluidified
https://facebook.com/fluidified
https://twitter.com/fluidified
https://fluidified.bandcamp.com
http://spotify.fluidified.com

*This video was uploaded for promotional, non-profit purposes. If you enjoy the music, please support the artist(s) and download the best quality version of the track from the link above! If you own any content in this video and would like me to take it down, please contact me (contact[at]fluidified.com) and I will remove it immediately.",https://i.ytimg.com/vi/5gT8lxv_maE/default.jpg,https://i.ytimg.com/vi/5gT8lxv_maE/maxresdefault.jpg,478,5gT8lxv_maE
477,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjk1NEVGQTZCOUQ0RjJGMTY=,2019-04-27T10:03:41.000Z,"Blurstem - Moons Lost (feat. Alex Berglund, Rosen Poem)","Moons Lost 🌗
Download: http://smarturl.it/blurstem-moons-lost
🎧 Spotify Playlist: http://bit.ly/AmbientSpotify

📸 Instagram: http://bit.ly/AmbientInstagram
🎁 Ambient Shop: https://teespring.com/stores/ambient

💬 Nobody who ever gave his best regretted it.
-George Halas

🧡 Blurstem
https://soundcloud.com/blurstem
https://soundcloud.com/elskavon
https://www.facebook.com/elskavon
https://twitter.com/elskavon
https://elskavon.bandcamp.com
https://open.spotify.com/artist/5vDfVxwAH8ANpuIKKxfOeq

🧡 Alex Berglund
http://alexberglund.com

🧡 Rosen Poem
https://open.spotify.com/artist/1BZVh6Xzyz9yuS5MUcuSeF?si=RDHq7I6gR92vrlbqGgZ5vA

💿 Suggested track: https://youtu.be/rwvssNZdBjI

📷 Picture by Axel Antas-Bergkvist
https://unsplash.com/photos/OAVRFaEo8qE

✅ Check out our 24/7 livestream
https://youtube.com/c/AmbientMusicalGenre/live
 
🕊️ Follow AmbientMusicalGenre
https://soundcloud.com/ambientmusicalgenre
https://youtube.com/AmbientMusicalGenre
https://facebook.com/AmbientMusicalGenre
https://ambientmusicalgenre.bandcamp.com
https://vk.com/ambientmusicalgenre
https://twitter.com/AmbiiMG

Submit your music: ambientmusicalgenre@gmail.com

🖤 Ambient Releases
https://ambientmusicalgenre.bandcamp.com",https://i.ytimg.com/vi/gIBS_uhUKgc/default.jpg,https://i.ytimg.com/vi/gIBS_uhUKgc/maxresdefault.jpg,479,gIBS_uhUKgc
478,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkEzQUU1RTE5NEU2QUJDNjg=,2019-04-27T09:10:05.000Z,Christian Scott aTunde Adjuah 'West of the West' | Live Studio Session,"New Orleans trumpeter Christian Scott aTunde Adjuah has a new record out.  It’s called ‘Stretch Music,’ which is a perfect title.  Not only does Christian stretch the idea of ‘jazz’ over all genres of music with this release, he also stretches how a record can be heard.  

Members of Christian's sextet are Braxton Cook on alto sax, Lawrence Fields on piano, Kris Funn on bass, Corey Fonville ondrums and Dominic Minix on guitar.

Subscribe to see more jazz concerts from KNKX Public Radio. 

24/7 JAZZ RADIO!
http://jazz24.org

FOLLOW US!
Facebook: https://www.facebook.com/knkxfm
Twitter: https://twitter.com/knkxfm
Instagram: https://instagram.com/knkx885

KNKX Public Radio broadcasts from Seattle & Tacoma, Washington. Listen to us online at https://KNKX.org",https://i.ytimg.com/vi/LJDCpoKFDCo/default.jpg,https://i.ytimg.com/vi/LJDCpoKFDCo/maxresdefault.jpg,480,LJDCpoKFDCo
479,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjc1Nzg2RDRGQzA2OTYyMzQ=,2019-04-27T09:06:50.000Z,Edwin Raphael - Bloom (feat junï),"You said the magic’s here. You need it, we got it.
Apeiron - Music for Infinity.
∞ Spotify: https://open.spotify.com/user/ApeironSound

Activate ""notifications"" for Apeiron by pressing the bell beside the subscription button and never miss a song!

» Available at: 
iTunes: https://itunes.apple.com/us/album/will-you-think-of-me-later/1453250471
Spotify: https://open.spotify.com/track/06oJVYPIUAlEOkPLSbiAVh?si=UMuyI_aTQCasrYl-yirMGg

» Follow Edwin Raphael:
https://www.instagram.com/edwinrphl
https://www.facebook.com/Edwinrphl
https://twitter.com/edwinrphl

» Follow junï:
https://www.instagram.com/wordsbyjuni
https://www.facebook.com/wordsbyjuni
https://twitter.com/wordsbyjuni

» Picture: Aiony Haust
https://www.instagram.com/aiony

Lyrics for ""Edwin Raphael - Bloom (feat junï)"" can be found in the comments.
Alternatively, turn on captions (CC) and enjoy the lyrics on screen!

Your native language is missing?
- click on the three dots below the video
- click ""Add translation"" and help me to improve our community!

#ApeironSound",https://i.ytimg.com/vi/XHjDD0uLHfk/default.jpg,https://i.ytimg.com/vi/XHjDD0uLHfk/maxresdefault.jpg,481,XHjDD0uLHfk
480,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkQwMTFDQzU1OTJGMTVFMDI=,2019-04-27T08:56:25.000Z,Neptune - Far Apart | SleepMusic,"🎶Far Apart by Neptune 🎶

More info, links, .. in the video description... 👇


🌄 SleepMusic
👉 https://www.instagram.com/sleepmusic_channel/
👉 https://twitter.com/SleepMusicYT
👉 https://www.facebook.com/SleepMusicYoutube
👉 https://www.tumblr.com/blog/sleepmusicchannel
👉 #SleepMusic


📣 Please contact sleepmusicyt@gmail.com if you'd like your music or photo to be featured on our channel 📣


👇 Lyrics👇
?



#SleepMusic # #",https://i.ytimg.com/vi/rGLL3K1JiHA/default.jpg,https://i.ytimg.com/vi/rGLL3K1JiHA/maxresdefault.jpg,482,rGLL3K1JiHA
481,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkJDNTgzMEI0RDA5NDBBOTE=,2019-04-26T14:27:05.000Z,Palace - Heaven Up There (Live From Hoxa),"Pre-Order the album 'Life After' at https://Palace.lnk.to/LifeAfterVD
Download & Stream ‘Heaven Up There - Acoustic (The Hoxa Sessions)’: https://Palace.lnk.to/HUTHoxaVD

European tour now on sale here: https://Palace.lnk.to/TOURID

Directed by Greg Houston, at Babysweet Sessions",https://i.ytimg.com/vi/eAcOYfoYcuQ/default.jpg,https://i.ytimg.com/vi/eAcOYfoYcuQ/maxresdefault.jpg,483,eAcOYfoYcuQ
482,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjlGNDE1MDI5MzU5QjZFODY=,2019-04-26T08:22:11.000Z,haruka nakamura / lang (un official),超私的映像,https://i.ytimg.com/vi/aZkXyl1yuDE/default.jpg,,484,aZkXyl1yuDE
483,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjUxQkQ2MDc1REZGOUJBNkM=,2019-04-26T07:12:05.000Z,"Peter Gregson - Bach Recomposed: Cello Suite No. 6 in D Major, 6. Gigue","Peter Gregson - Bach Recomposed: Cello Suite No. 6 in D Major, 6. Gigue
Discover the album on a streaming platform of your choice: https://DG.lnk.to/gregson-bach
Subscribe here – The Best Of Classical Music: http://bit.ly/Subscribe_DG

Bach’s Cello Suites – among the best-known and best-loved works in the classical canon – are reinvented by young Scottish composer Peter Gregson in his new album.

Three hundred years after their creation, the six suites composed by Johann Sebastian Bach between 1717 and 1723 are given a stunning reinterpretation by the award-winning cellist for Deutsche Grammophon’s pioneering Recomposed series. “These suites are the foundation of the cello repertoire and I’ve grown up hearing and playing them, so I’d be lying if I said I hadn’t lost sleep over worrying about what Bach might have thought of this,” admits Gregson. Instead of being performed by a solo player, the six suites are played by Gregson and an ensemble of up to five other cellists, in various combinations, and are underpinned by a subtle electronic soundbed created and played by the composer himself.

For more information please see: https://www.deutschegrammophon.com/cat/4835529

For more information about the artist please see:
https://www.deutschegrammophon.com/artist/gregson/

---

Find Deutsche Grammophon Online

Homepage: http://deutschegrammophon.com
Facebook:  http://fb.com/deutschegrammophon
Twitter:   http://twitter.com/dgclassics
Instagram:  http://instagram.com/dgclassics
Newsletter:  http://deutschegrammophon.com/gpp/index/newsletter

___

最高のクラシック音楽―登録はこちら: http://bit.ly/Subscribe_DG
最优质古典音乐 – 此处订阅: http://bit.ly/Subscribe_DG
Лучшая Классическая Музыка - Подписаться: http://bit.ly/Subscribe_DG
La mejor música clásica - Suscríbase aquí: http://bit.ly/Subscribe_DG
Le meilleur de la musique classique. Pour vous abonner cliquez ici: http://bit.ly/Subscribe_DG

#Bach #ClassicalMusic #Recomposed",https://i.ytimg.com/vi/nVdgm8eF3Vg/default.jpg,https://i.ytimg.com/vi/nVdgm8eF3Vg/maxresdefault.jpg,485,nVdgm8eF3Vg
484,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkJFNjlBOERGMEY1MzA1MzI=,2019-04-26T05:18:19.000Z,Henry And The Waiter - Ana,"WOGN - A daily wave of indie music

Support the artist
FACEBOOK : https://www.facebook.com/henryandthewaiter/
INSTAGRAM : https://www.instagram.com/henryandthewaiter/
WEBSITE : http://henryandthewaiter.com/
SPOTIFY : https://open.spotify.com/track/3woGdPsp7nY35ZOOz9LJVx?si=mHxjUM26SiWMOc5ORKX9og
ITUNES : https://itunes.apple.com/ch/album/ana-single/1451310795?uo=4&ls=1&app=music&at=11lEW&ct=lbc3h8%7Cyoutube.com
AMAZON MUSIC : https://music.amazon.com/albums/B07N7HHBZ6
DEEZER : https://www.deezer.com/de/album/85861882
GOOGLE PLAY MUSIC : 

Picture
© Sacha Cornu : https://www.flickr.com/photos/149188955@N08

Lyrics
I felt strange today
A long lost memory crossed my ways
And she said
I was great and strong
When I got you tight in my arms
She said i want you tight in my arms
She begged i want you tight in my arms
And I said And i said

Claiming that I was caught up in mighty expectations
Tried to free myself from her ambigious usurpations   

ANA you know i prefer to be alone
ANA you know i’ll never come back to you

Aha---- I love to be lonely

-----

Wave Of Good Noise
https://www.facebook.com/waveofgoodnoise

We do not own the rights of the music. If any producer or label has an issue with this song, please get in contact with us and we will delete it immediately.",https://i.ytimg.com/vi/eO-skSVHank/default.jpg,https://i.ytimg.com/vi/eO-skSVHank/maxresdefault.jpg,486,eO-skSVHank
485,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkE0OTQzQjg3OEI2MTNBNUQ=,2019-04-26T03:48:34.000Z,Valotihkuu & Limitless Wave - Falling Clouds,"Falling Clouds ⛅️
Download: https://valotihkuu.bandcamp.com/track/falling-clouds
🎧 Spotify Playlist: http://bit.ly/AmbientSpotify

📸 Instagram: http://bit.ly/AmbientInstagram
🎁 Ambient Shop: https://teespring.com/stores/ambient

💬 We must not allow other people's limited perceptions to define us.
-Virginia Satir

🧡 Valotihkuu
https://soundcloud.com/valotihkuu
https://valotihkuu.bandcamp.com
https://www.facebook.com/Valotihkuu
https://vk.com/valotihkuu
https://www.instagram.com/valotihkuu

🧡 Limitless Wave
https://soundcloud.com/limitless_wave
https://www.facebook.com/groups/limitless.wave
https://vk.com/limitless_wave_public
https://www.instagram.com/limitless_wave

💿 Suggested track: https://youtu.be/y69uZGOwqQE

📷 Picture by Warren Wong
https://unsplash.com/photos/uuVguyksViA

✅ Check out our 24/7 livestream
https://youtube.com/c/AmbientMusicalGenre/live
 
🕊️ Follow AmbientMusicalGenre
https://soundcloud.com/ambientmusicalgenre
https://youtube.com/AmbientMusicalGenre
https://facebook.com/AmbientMusicalGenre
https://ambientmusicalgenre.bandcamp.com
https://vk.com/ambientmusicalgenre
https://twitter.com/AmbiiMG

Submit your music: ambientmusicalgenre@gmail.com

🖤 Ambient Releases
https://ambientmusicalgenre.bandcamp.com",https://i.ytimg.com/vi/rqUcsS-DHPs/default.jpg,,487,rqUcsS-DHPs
486,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjYxRjRGMUQyMkU2NzE5Njc=,2019-04-26T02:37:02.000Z,The Teskey Brothers - Pain and Misery | Mahogany Session,"SUBSCRIBE TO MAHOGANY: https://mhgny.lnk.to/subscribeID
STREAM ON SPOTIFY: https://mhgny.lnk.to/Spotify
LISTEN ON APPLE MUSIC: https://mhgny.lnk.to/applemusic

Australian 4-piece The Teskey Brothers make their Mahogany Sessions debut with a stunning performance of Pain and Misery.

Since 2010, Mahogany Sessions have been bringing millions of people around the world closer to the artists they love. Incredibly intimate musical moments from the likes of James Bay, Bastille, Hozier, Birdy, Leon Bridges, Jacob Banks, JP Cooper, Rag’n’Bone Man, Gavin James and hundreds more. Subscribe to make sure you never miss out on discovering incredible music.

Submit your own music to Mahogany Sessions: https://mhgny.lnk.to/submit

Mahogany Sessions can be enjoyed on YouTube, streamed on Spotify and downloaded on Apple Music.

Instagram: https://mhgny.lnk.to/Instagram
Facebook: https://mhgny.lnk.to/Facebook
Messenger: https://mhgny.lnk.to/fbmsngr
Website: https://mhgny.lnk.to/hmepge
 
Find out more from The Teskey Brothers:
Facebook: https://www.facebook.com/theteskeybrothers/
Instagram: https://www.instagram.com/theteskeybrothers/
Twitter: https://twitter.com/teskeybrothers
Spotify: https://open.spotify.com/artist/2nTjd2lNo1GVEfXM3bCnsh?si=LMeDtNrCS6i_lvKIFGtbnA

#MahoganySessions",https://i.ytimg.com/vi/Bj_XD64G28w/default.jpg,https://i.ytimg.com/vi/Bj_XD64G28w/maxresdefault.jpg,488,Bj_XD64G28w
487,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkIzODRFODJBNUM2MERCODU=,2019-04-24T01:43:08.000Z,Jamie Lawson - The Answer | Mahogany Session,"SUBSCRIBE TO MAHOGANY: https://mhgny.lnk.to/subscribeID
STREAM ON SPOTIFY: https://mhgny.lnk.to/Spotify
LISTEN ON APPLE MUSIC: https://mhgny.lnk.to/applemusic

British singer-songwriter Jamie Lawson returns to the Mahogany Sessions for a stripped-back performance of 'The Answer'.

Since 2010, Mahogany Sessions have been bringing millions of people around the world closer to the artists they love. Incredibly intimate musical moments from the likes of James Bay, Bastille, Hozier, Birdy, Leon Bridges, Jacob Banks, JP Cooper, Rag’n’Bone Man, Gavin James and hundreds more. Subscribe to make sure you never miss out on discovering incredible music.

Submit your own music to Mahogany Sessions: https://mhgny.lnk.to/submit

Mahogany Sessions can be enjoyed on YouTube, streamed on Spotify and downloaded on Apple Music.

Instagram: https://mhgny.lnk.to/Instagram
Facebook: https://mhgny.lnk.to/Facebook
Messenger: https://mhgny.lnk.to/fbmsngr
Website: https://mhgny.lnk.to/hmepge
 
Find out more from Jamie Lawson:
Facebook: https://www.facebook.com/jamielawsonmusic/
Instagram: https://www.instagram.com/jamielawsonmusic/
Twitter: https://twitter.com/jamielawsonuk
Spotify: https://open.spotify.com/artist/1jhdZdzOd4TJLAHqQdkUND?si=1eFBLXiuSNqr2tX622WTDA

#MahoganySessions",https://i.ytimg.com/vi/F4vdipuTg34/default.jpg,https://i.ytimg.com/vi/F4vdipuTg34/maxresdefault.jpg,489,F4vdipuTg34
488,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkFEQkE0NDZFMTY4NjM5MkI=,2019-04-24T01:38:56.000Z,Cerah - Undone,"Undone 🕴🏻
Stream & Download: https://soundcloud.com/cerahmusic/undone
🎧 Spotify Playlist: http://bit.ly/AmbientSpotify

📸 Instagram: http://bit.ly/AmbientInstagram
🎁 Ambient Shop: https://teespring.com/stores/ambient

💬 Either I will find a way, or I will make one.
-Philip Sidney

🧡 Cerah
https://soundcloud.com/cerahmusic
https://www.facebook.com/cerahmusic
https://cerah.bandcamp.com
https://open.spotify.com/artist/6a7qQCjIHR7SGiaNlvaGet

💿 Suggested track: https://youtu.be/8uBAFp00CmE

📷 Picture by Kal Visuals
https://unsplash.com/photos/1p_GtkK0SbQ

✅ Check out our 24/7 livestream
https://youtube.com/c/AmbientMusicalGenre/live
 
🕊️ Follow AmbientMusicalGenre
https://soundcloud.com/ambientmusicalgenre
https://youtube.com/AmbientMusicalGenre
https://facebook.com/AmbientMusicalGenre
https://ambientmusicalgenre.bandcamp.com
https://vk.com/ambientmusicalgenre
https://twitter.com/AmbiiMG

Submit your music: ambientmusicalgenre@gmail.com

🖤 Ambient Releases
https://ambientmusicalgenre.bandcamp.com",https://i.ytimg.com/vi/-Lia1FJXUj8/default.jpg,,490,-Lia1FJXUj8
489,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjgxRkNBNkQ2MDBBQzFCMkU=,2019-04-24T01:32:00.000Z,Gary Clark Jr.: NPR Music Tiny Desk Concert,"April 16, 2019 | Stephen Thompson -- Gary Clark Jr. had good reason to sweat. The blues-rock singer and guitarist opted to play his first-ever Tiny Desk concert — in front of a huge crowd that warmed the room considerably — while clad in a thick knit cap and heavy jacket. Plus, he'd brought his young son on tour with him and had to contend with a traditional parenting dilemma: How do you bring your kid to the office and still get work done?

But once Clark and his formidable band got done cranking out three songs from this year's blistering This Land, he wasn't the only one in the room who needed to wipe away the sweat. Clark's set leaned toward some of This Land's softer sentiments — ""When I'm Gone"" is about missing his family on the road, while ""Pearl Cadillac"" exudes gratitude for his mother's sacrifices — leaving its more politically incendiary material for louder live shows. But these songs still roared with the assurance and force of a showman at the top of his game.

SET LIST
""What About Us""
""When I'm Gone""
""Pearl Cadillac""

MUSICIANS
Gary Clark Jr.: lead vocals, guitar; Eric Zapata: guitar, vocals; Johnny Bradley: bass, vocals; Johnny Radelat: drums, vocals; Jon Deas: keys, vocals

CREDITS
Producers: Abby O'Neill, Kimani Oletu; Creative Director: Bob Boilen; Audio Engineers: Josh Rogosin, Patrick Boyd; Videographers: Morgan Noelle Smith, Kimani Oletu, CJ Riculan, Kara Frame; Associate Producer: Bobby Carter; Production Assistant: Adelaide Sandstrom; Photo: Amr Alfiky/NPR",https://i.ytimg.com/vi/SjFo6l4c-oc/default.jpg,https://i.ytimg.com/vi/SjFo6l4c-oc/maxresdefault.jpg,491,SjFo6l4c-oc
490,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkE3MERFRjRCNDJBQkQyNzM=,2019-04-24T01:16:17.000Z,Michael McArthur - Elaine,"Maybe love is all we need…



From the fresh album 'Ever Green, Ever Rain' released this year, Michael McArthur is welcome to the channel, adding to the playlist this beautiful 'Elaine'. Oh sweet Elaine… ❤
So close your eyes, so you can see and never mind the ever fleeting things…

 Lyrics:
Just as I’m watching 
Through crystalline sky 
The answer it comes 
Even for eyes like mine 

Winter breeze ties me 
To her perfume skin 
Call all my senses now 
She’s peppermint wind 

Maybe love is all I need 
I’ve been low, below my knees 
Close my eyes, so I can see 
I’ve grown tired of the same old things 
Elaine 

You’re not your body 
You’re not your skin 
Beauty ain’t the bones 
You’ve been hidden in 

So where do we go, love 
When the body dies? 
And what do you see now 
When you close your eyes? 
All right 

Maybe love is all you need 
Have you been low as low can be? 
Close your eyes, so you can see 
And never mind the momentary things 
Elaine 

We’re all birds 
We all fly 
We all live 
To touch the sky 

And maybe love is all we need 
If you’ve been low as low can be 
Close your eyes, see what you see 
And never mind the ever fleeting things 
Elaine 

Music:
https://www.michaelmcarthurmusic.com/

Support:
https://itunes.apple.com/us/artist/michael-mcarthur/531284491
https://open.spotify.com/artist/7EuMXyEskLFdkNBzwQKitB
https://www.facebook.com/McArthurMusic/
https://www.instagram.com/mcarthurmusic/
https://twitter.com/mcarthurmusic",https://i.ytimg.com/vi/pS1gwGsd7A0/default.jpg,https://i.ytimg.com/vi/pS1gwGsd7A0/maxresdefault.jpg,492,pS1gwGsd7A0
491,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLkYxRjg2NTQyQ0FCOEMxREQ=,2019-04-23T03:20:46.000Z,HzTone - Those Days...,"HzTone (Krystian Lasek) is a 19 years old polish composer and music producer.
Since a young age, he has been inspired by ambient and cinematic music to produce his own creations.

Follow@
https://www.facebook.com/hztone/
https://www.youtube.com/channel/UCi8YlVO8nm-FrOfUo-SQ0_A
https://soundcloud.com/hztonemusic",https://i.ytimg.com/vi/28k00aqCY5Q/default.jpg,https://i.ytimg.com/vi/28k00aqCY5Q/maxresdefault.jpg,493,28k00aqCY5Q
492,Rkx4RzdSVktCaFZLMlVNeUN3RlduQVNBLjg0QkFEOTQzRTI1RDkwMDg=,2019-04-23T03:04:54.000Z,Jameson Nathan Jones - Noir,"Noir 🎥
Download: https://jamesonnathanjones.bandcamp.com/album/static-deviations
🎧 Spotify Playlist: http://bit.ly/AmbientSpotify

📸 Instagram: http://bit.ly/AmbientInstagram
🎁 Ambient Shop: https://teespring.com/stores/ambient

💬 Scenery is fine - but human nature is finer.
-John Keats

🧡 Jameson Nathan Jones
http://www.jamesonnathanjones.com/#homepage
https://soundcloud.com/jamesonnathanjones
https://www.facebook.com/jamesonnathanjones
https://twitter.com/jnathanjones
https://jamesonnathanjones.bandcamp.com/releases
https://open.spotify.com/artist/3elvqJwCi7gKIbXv4WOyCr

💿 Suggested track: https://youtu.be/T5l9g3Tr4UE

📷 Picture by Jay Skyler
https://unsplash.com/photos/HXkpvbyuyTY

✅ Check out our 24/7 livestream
https://youtube.com/c/AmbientMusicalGenre/live
 
🕊️ Follow AmbientMusicalGenre
https://soundcloud.com/ambientmusicalgenre
https://youtube.com/AmbientMusicalGenre
https://facebook.com/AmbientMusicalGenre
https://ambientmusicalgenre.bandcamp.com
https://vk.com/ambientmusicalgenre
https://twitter.com/AmbiiMG

Submit your music: ambientmusicalgenre@gmail.com

🖤 Ambient Releases
https://ambientmusicalgenre.bandcamp.com",https://i.ytimg.com/vi/_7RtXQTnE2I/default.jpg,,494,_7RtXQTnE2I
